feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
roseburia_sp_cag_182	agemlvs	agemlvs	-0.00023374713803195	0.000185724189245224	923	110	0.209142443734759	0.611503957373097
coprococcus_eutactus	abx	abx	-0.00778014635918326	0.00616118167033364	923	212	0.206999124396537	0.611503957373097
eubacterium_sp_cag_38	abx	abx	-0.00455957114190406	0.0036491364313652	923	523	0.211832802097544	0.611503957373097
clostridium_sp_cag_299	calor_fs_dr	calor_fs_dr	-1.21890752542773e-06	9.77327290354142e-07	923	124	0.212708408667442	0.611503957373097
bacteroides_fragilis	calor_fs_dr	calor_fs_dr	-5.80126105517576e-06	4.62985825702604e-06	923	461	0.210573221222014	0.611503957373097
veillonella_parvula	calor_fs_dr	calor_fs_dr	1.79908816707041e-06	1.44465850181981e-06	923	191	0.213435053245777	0.611503957373097
clostridium_citroniae	agemlvs	agemlvs	-9.8725722093005e-05	7.80459994797106e-05	923	232	0.206820331436271	0.611503957373097
turicimonas_muris	calor_fs_dr	calor_fs_dr	-1.42670803248496e-06	1.14619640055307e-06	923	353	0.213634395364319	0.611503957373097
holdemania_filiformis	calor_fs_dr	calor_fs_dr	-1.00689268847258e-06	7.96259905024398e-07	923	332	0.2064618474708	0.611503957373097
acidaminococcus_intestini	calor_fs_dr	calor_fs_dr	-2.81973784782079e-06	2.22593864677581e-06	923	120	0.205570259609654	0.611503957373097
phascolarctobacterium_faecium	abx	abx	0.00283683393034477	0.00225025824487069	923	466	0.207781080259584	0.611503957373097
eubacterium_sp_cag_180	agemlvs	agemlvs	0.00131676495905384	0.00106356964710912	923	138	0.216645044216643	0.614484125414479
butyricimonas_virosa	abx	abx	-0.0021311816116004	0.00172356420808238	923	493	0.216609177112713	0.614484125414479
bacteroides_eggerthii	a_omega3_fs_dr	a_omega3_fs_dr	0.0033498310183203	0.00271904198002058	923	240	0.218280642230692	0.616321813357248
dorea_formicigenerans	a_omega3_fs_dr	a_omega3_fs_dr	0.00106109519752782	0.000873010218541089	923	825	0.224764084571161	0.617853695032618
oscillibacter_sp_57_20	agemlvs	agemlvs	0.000834700291995198	0.000684600269372078	923	662	0.223682354446259	0.617853695032618
agathobaculum_butyriciproducens	a_omega3_fs_dr	a_omega3_fs_dr	0.00110129505204714	0.00090033532701164	923	819	0.221804723487285	0.617853695032618
parabacteroides_distasonis	agemlvs	agemlvs	0.00111262318590211	0.000913854688999509	923	795	0.224337397432642	0.617853695032618
clostridium_leptum	agemlvs	agemlvs	0.000357432762687264	0.000293754166865519	923	583	0.224600434934866	0.617853695032618
bifidobacterium_bifidum	agemlvs	agemlvs	0.000576000845058965	0.000471644408104155	923	116	0.222938915483672	0.617853695032618
veillonella_atypica	agemlvs	agemlvs	0.000318124975270824	0.000264408865114798	923	159	0.229800790699294	0.628928479808595
collinsella_aerofaciens	a_omega3_fs_dr	a_omega3_fs_dr	-0.0022006386289915	0.00185563173678512	923	743	0.236118784319769	0.643397910111511
roseburia_sp_cag_309	agemlvs	agemlvs	0.000159275065576705	0.000135679171297984	923	267	0.241337703261684	0.645871735875335
clostridium_disporicum	a_omega3_fs_dr	a_omega3_fs_dr	0.000484992257544592	0.000414171133577294	923	140	0.242201900953251	0.645871735875335
bacteroides_fragilis	a_omega3_fs_dr	a_omega3_fs_dr	-0.00193204057820749	0.0016458529024592	923	461	0.240854691777338	0.645871735875335
bacteroides_intestinalis	calor_fs_dr	calor_fs_dr	6.27750250680496e-06	5.3188834720735e-06	923	247	0.238220619931367	0.645871735875335
firmicutes_bacterium_cag_94	agemlvs	agemlvs	0.000295435869417487	0.00025091112028314	923	242	0.239901779619601	0.645871735875335
collinsella_aerofaciens	agemlvs	agemlvs	0.000881077007324178	0.000755881583727933	923	743	0.244674429172143	0.649688697035819
dorea_longicatena	calor_fs_dr	calor_fs_dr	5.1562066850438e-06	4.46059137416361e-06	923	763	0.248074525432059	0.653158244175549
roseburia_inulinivorans	a_omega3_fs_dr	a_omega3_fs_dr	0.0018815701926086	0.00162559603142749	923	763	0.247568611816841	0.653158244175549
ruminococcus_lactaris	agemlvs	agemlvs	-0.000760517077909313	0.000662814904697383	923	489	0.252091431950216	0.660945603096365
ruthenibacterium_lactatiformans	a_omega3_fs_dr	a_omega3_fs_dr	-0.000923423237695691	0.000810879870409614	923	780	0.255354810450918	0.664764549555968
firmicutes_bacterium_cag_83	calor_fs_dr	calor_fs_dr	-4.03682319506628e-06	3.54904212207953e-06	923	648	0.255678672906142	0.664764549555968
roseburia_intestinalis	abx	abx	0.00694889137099004	0.006164218260908	923	694	0.259935947549834	0.667910091040228
alistipes_indistinctus	agemlvs	agemlvs	-0.000369024563012151	0.000327079379281583	923	388	0.260099602760858	0.667910091040228
ruminococcus_callidus	abx	abx	0.00147364772662649	0.00130529195025596	923	124	0.259235265222649	0.667910091040228
anaerostipes_hadrus	agemlvs	agemlvs	-0.000810557632404765	0.000723340803862016	923	862	0.26334536610798	0.673473395292539
butyricimonas_synergistica	abx	abx	0.00108789992539649	0.000982759893439889	923	323	0.268605623358583	0.684122077452065
coprococcus_comes	calor_fs_dr	calor_fs_dr	3.85954861663244e-06	3.54196796568431e-06	923	750	0.27618821774822	0.691852318428559
eubacterium_ramulus	a_omega3_fs_dr	a_omega3_fs_dr	0.000857854189141635	0.000786028905492571	923	627	0.275523516470026	0.691852318428559
clostridium_sp_cag_58	agemlvs	agemlvs	-0.000342443224226848	0.000312868012062677	923	690	0.274565926262954	0.691852318428559
alistipes_onderdonkii	abx	abx	0.00170297450510975	0.00156611450512191	923	147	0.277184422447339	0.691852318428559
bifidobacterium_longum	abx	abx	0.00535080677753816	0.0048923314403123	923	498	0.274373164477877	0.691852318428559
dorea_formicigenerans	abx	abx	-0.00260879896965604	0.00241135758744229	923	825	0.279628895516483	0.692414407945578
fusicatenibacter_saccharivorans	abx	abx	-0.00634218414141727	0.00584889006504874	923	871	0.278528502486523	0.692414407945578
alistipes_finegoldii	abx	abx	-0.00673852023949357	0.00637089036392291	923	756	0.290473841318793	0.692613707831773
eubacterium_ventriosum	calor_fs_dr	calor_fs_dr	2.33858761138941e-06	2.19057695192174e-06	923	462	0.286040259303307	0.692613707831773
blautia_hydrogenotrophica	calor_fs_dr	calor_fs_dr	1.21386067996421e-06	1.14599650877493e-06	923	212	0.289883852014386	0.692613707831773
bacteroides_intestinalis	agemlvs	agemlvs	-0.00105492328300067	0.0010015119438753	923	247	0.293028876390365	0.692613707831773
clostridium_symbiosum	abx	abx	0.00118024564538178	0.00111912875512169	923	234	0.291889989750453	0.692613707831773
clostridium_lavalense	agemlvs	agemlvs	-0.000109524876244889	0.00010300627938306	923	235	0.288480758797877	0.692613707831773
bacteroides_galacturonicus	a_omega3_fs_dr	a_omega3_fs_dr	-0.000507093601517801	0.000473223090455778	923	175	0.284309514759736	0.692613707831773
clostridium_asparagiforme	agemlvs	agemlvs	-0.000100145597732402	9.30195840090909e-05	923	136	0.282487717064279	0.692613707831773
clostridium_leptum	abx	abx	0.0023890166950973	0.00226868650595695	923	583	0.292674819096287	0.692613707831773
akkermansia_muciniphila	a_omega3_fs_dr	a_omega3_fs_dr	-0.00325526860433812	0.00308029154274704	923	582	0.290994532107067	0.692613707831773
bifidobacterium_bifidum	calor_fs_dr	calor_fs_dr	-3.0281989920153e-06	2.84948811418626e-06	923	116	0.288205529135514	0.692613707831773
phascolarctobacterium_faecium	agemlvs	agemlvs	-0.000528472354279087	0.000496697783592115	923	466	0.288170417836774	0.692613707831773
bacteroides_faecis	agemlvs	agemlvs	-0.000657174968112308	0.000625698406774087	923	172	0.294397739523709	0.693223356463376
eggerthella_lenta	a_omega3_fs_dr	a_omega3_fs_dr	0.000666915185277512	0.000640365074667174	923	399	0.298009299981328	0.699089485670483
asaccharobacter_celatus	calor_fs_dr	calor_fs_dr	-2.09068755950326e-06	2.01328694098855e-06	923	784	0.299456377516652	0.699853107005208
roseburia_hominis	abx	abx	-0.0042282128599039	0.00411507561842807	923	800	0.304518234809364	0.707817818290358
ruminococcus_torques	a_omega3_fs_dr	a_omega3_fs_dr	-0.00176835017779567	0.00172712466372876	923	712	0.306267325221789	0.707817818290358
eisenbergiella_tayi	a_omega3_fs_dr	a_omega3_fs_dr	-0.000532761946219539	0.000519820131688976	923	244	0.305985051862337	0.707817818290358
collinsella_intestinalis	a_omega3_fs_dr	a_omega3_fs_dr	-0.000671201247590781	0.000657875692004166	923	347	0.30789318143439	0.708949613339702
butyrivibrio_crossotus	calor_fs_dr	calor_fs_dr	6.62990032154753e-06	6.51588057569663e-06	923	122	0.309193847802883	0.709327062606613
bacteroides_dorei	calor_fs_dr	calor_fs_dr	7.95026954012548e-06	7.89373013491803e-06	923	507	0.314149371118498	0.71283348210161
methanobrevibacter_smithii	a_omega3_fs_dr	a_omega3_fs_dr	-0.00158867907062266	0.00157587322337218	923	369	0.313695705740601	0.71283348210161
erysipelatoclostridium_ramosum	agemlvs	agemlvs	0.00032485608677376	0.000320898509098501	923	180	0.312178071121915	0.71283348210161
bacteroides_cellulosilyticus	calor_fs_dr	calor_fs_dr	5.87742594597238e-06	5.88403437057232e-06	923	534	0.318128741494145	0.716651027770203
faecalibacterium_prausnitzii	calor_fs_dr	calor_fs_dr	7.72197484976399e-06	7.7243465184652e-06	923	909	0.317847199196549	0.716651027770203
dorea_longicatena	a_omega3_fs_dr	a_omega3_fs_dr	0.00155850032545709	0.00157384710978984	923	763	0.322435112283247	0.718569678802665
parabacteroides_merdae	agemlvs	agemlvs	0.000818413768842693	0.000823769798931863	923	670	0.321245698743881	0.718569678802665
haemophilus_parainfluenzae	a_omega3_fs_dr	a_omega3_fs_dr	0.000459787856509657	0.000463134101328121	923	207	0.321306635296016	0.718569678802665
blautia_wexlerae	a_omega3_fs_dr	a_omega3_fs_dr	-0.0017045532878918	0.00173447275827207	923	788	0.326166206217532	0.720828493482267
lactococcus_lactis	calor_fs_dr	calor_fs_dr	9.77578124764904e-07	1.00915712758019e-06	923	135	0.333242924558628	0.720828493482267
eubacterium_eligens	a_omega3_fs_dr	a_omega3_fs_dr	0.00280156031953145	0.00289507157329439	923	819	0.333636035828757	0.720828493482267
dialister_invisus	agemlvs	agemlvs	-0.000410719542422007	0.000423759769523393	923	244	0.33318634869167	0.720828493482267
roseburia_inulinivorans	abx	abx	-0.00424202939522988	0.00436526992896167	923	763	0.33143988657072	0.720828493482267
clostridium_bolteae	a_omega3_fs_dr	a_omega3_fs_dr	-0.000343963076337136	0.000353305380167109	923	274	0.330691759243472	0.720828493482267
clostridium_lavalense	a_omega3_fs_dr	a_omega3_fs_dr	-0.000243570184090425	0.000251325149426966	923	235	0.332851839538245	0.720828493482267
parabacteroides_merdae	abx	abx	0.00401990741237957	0.00415737303857343	923	670	0.333845247782653	0.720828493482267
paraprevotella_xylaniphila	a_omega3_fs_dr	a_omega3_fs_dr	0.000859069389606238	0.000872140656347501	923	253	0.324883222128502	0.720828493482267
eubacterium_eligens	calor_fs_dr	calor_fs_dr	7.95023466240592e-06	8.34694987616011e-06	923	819	0.341216810007378	0.727699300620239
coprococcus_eutactus	agemlvs	agemlvs	-0.00101427998287183	0.00105821065074264	923	212	0.338573679548837	0.727699300620239
blautia_hydrogenotrophica	agemlvs	agemlvs	-0.000150175442015672	0.000158458509458289	923	212	0.344024509107325	0.727699300620239
eggerthella_lenta	abx	abx	0.00153175029467161	0.00160685046922274	923	399	0.340713047699705	0.727699300620239
sutterella_parvirubra	a_omega3_fs_dr	a_omega3_fs_dr	-0.000274454224914045	0.000289463950556383	923	203	0.343312916702368	0.727699300620239
monoglobus_pectinilyticus	abx	abx	-0.00330817818709868	0.00348902870866543	923	403	0.343299608752439	0.727699300620239
eisenbergiella_tayi	agemlvs	agemlvs	-0.000182364286958682	0.000193182466610673	923	244	0.345906263475894	0.728378560426278
haemophilus_parainfluenzae	calor_fs_dr	calor_fs_dr	1.26676977137908e-06	1.34506808628038e-06	923	207	0.346680180202892	0.728378560426278
eubacterium_sp_cag_251	calor_fs_dr	calor_fs_dr	3.32206784108187e-06	3.58730722636681e-06	923	167	0.35467999844757	0.737734396770945
eubacterium_sp_cag_180	calor_fs_dr	calor_fs_dr	5.76354350854864e-06	6.22103592647888e-06	923	138	0.35445915941465	0.737734396770945
bacteroides_nordii	abx	abx	-0.000708291004146708	0.000763697428215945	923	142	0.353941432958295	0.737734396770945
eubacterium_sp_cag_180	a_omega3_fs_dr	a_omega3_fs_dr	-0.00206540259922047	0.00225979645940732	923	138	0.360998258729865	0.743441958572395
bacteroides_finegoldii	agemlvs	agemlvs	-0.000531941617750787	0.00058078287486741	923	306	0.360436164950467	0.743441958572395
acidaminococcus_intestini	a_omega3_fs_dr	a_omega3_fs_dr	-0.000756541790784961	0.000824556208141609	923	120	0.35911990973523	0.743441958572395
blautia_wexlerae	abx	abx	0.00426378827704747	0.00472161727322242	923	788	0.366766531444725	0.749601913020912
ruminococcus_torques	calor_fs_dr	calor_fs_dr	4.37004935210756e-06	4.86373078475477e-06	923	712	0.369196981886777	0.749601913020912
bacteroides_plebeius	agemlvs	agemlvs	-0.00115702252091179	0.0012797218981156	923	145	0.366639629774086	0.749601913020912
butyricimonas_virosa	agemlvs	agemlvs	0.000312236606151836	0.000346890176537584	923	493	0.368760244204383	0.749601913020912
bacteroides_galacturonicus	agemlvs	agemlvs	-0.000176085837332016	0.000196860708166934	923	175	0.37175503880867	0.749601913020912
parabacteroides_johnsonii	abx	abx	0.00197015829718011	0.00220755169875869	923	157	0.372398386276415	0.749601913020912
fusicatenibacter_saccharivorans	calor_fs_dr	calor_fs_dr	5.53033508067692e-06	6.17378895457336e-06	923	871	0.370706762821919	0.749601913020912
blautia_sp_cag_257	calor_fs_dr	calor_fs_dr	-2.5071127987152e-06	2.84788301968998e-06	923	261	0.378920578883284	0.753513576261587
bacteroides_sp_cag_144	abx	abx	0.00134406611243673	0.00152621708460656	923	106	0.378790491030424	0.753513576261587
lachnospira_pectinoschiza	a_omega3_fs_dr	a_omega3_fs_dr	-0.00184204002884309	0.00209310414070799	923	467	0.379171895747017	0.753513576261587
faecalibacterium_prausnitzii	abx	abx	0.00652058174017022	0.00736256799429279	923	909	0.376073471294277	0.753513576261587
alistipes_shahii	calor_fs_dr	calor_fs_dr	-2.43058712688086e-06	2.77893204154868e-06	923	725	0.38200559084667	0.753609213701321
parabacteroides_johnsonii	a_omega3_fs_dr	a_omega3_fs_dr	-0.00081765047776552	0.000936478873881614	923	157	0.382843142216857	0.753609213701321
clostridium_innocuum	a_omega3_fs_dr	a_omega3_fs_dr	-0.000342595701905938	0.000390889656856262	923	212	0.381299228363097	0.753609213701321
clostridium_symbiosum	a_omega3_fs_dr	a_omega3_fs_dr	-0.000370749969959391	0.000427945749969537	923	234	0.386627717787965	0.758665710376385
dorea_formicigenerans	agemlvs	agemlvs	-0.000285116470312601	0.000337695036151887	923	825	0.399164684083398	0.762768665163356
clostridium_sp_cag_242	a_omega3_fs_dr	a_omega3_fs_dr	0.000440496004231882	0.000520794158322858	923	211	0.397932514591771	0.762768665163356
oscillibacter_sp_57_20	a_omega3_fs_dr	a_omega3_fs_dr	0.00138551084156115	0.00164417279011198	923	662	0.399720117801951	0.762768665163356
bacteroides_massiliensis	a_omega3_fs_dr	a_omega3_fs_dr	-0.00118096457847902	0.00138854443483947	923	316	0.395272114009854	0.762768665163356
bacteroides_xylanisolvens	calor_fs_dr	calor_fs_dr	-3.29224080657377e-06	3.9057579298114e-06	923	559	0.399501582819903	0.762768665163356
bacteroides_thetaiotaomicron	a_omega3_fs_dr	a_omega3_fs_dr	0.00184129631894339	0.00217130714680713	923	739	0.39668861065966	0.762768665163356
asaccharobacter_celatus	agemlvs	agemlvs	0.000232193490367645	0.000272023761598244	923	784	0.393996951883525	0.762768665163356
turicibacter_sanguinis	agemlvs	agemlvs	-0.000127856452838308	0.000149927679252907	923	137	0.394519348705129	0.762768665163356
bifidobacterium_pseudocatenulatum	a_omega3_fs_dr	a_omega3_fs_dr	0.000931356639797649	0.00110460901964937	923	150	0.399456825689879	0.762768665163356
adlercreutzia_equolifaciens	agemlvs	agemlvs	0.000208501520722332	0.000248116272230109	923	772	0.401361953147524	0.763566642573339
coprococcus_eutactus	calor_fs_dr	calor_fs_dr	-5.71271383165085e-06	6.82887978647479e-06	923	212	0.403088787143177	0.764520982301953
firmicutes_bacterium_cag_95	agemlvs	agemlvs	-0.000251991472177347	0.000303766629728606	923	234	0.40743616422957	0.770424746906824
roseburia_faecis	calor_fs_dr	calor_fs_dr	7.70945682434362e-06	9.56893184572771e-06	923	726	0.42073367721623	0.773484607097676
gemmiger_formicilis	a_omega3_fs_dr	a_omega3_fs_dr	-0.00052395779371409	0.000650987837506006	923	700	0.421177308812248	0.773484607097676
dialister_invisus	calor_fs_dr	calor_fs_dr	2.01722946993475e-06	2.47808016457019e-06	923	244	0.415846953399297	0.773484607097676
alistipes_putredinis	abx	abx	-0.00578080260845417	0.0072160954160039	923	737	0.423289545041166	0.773484607097676
clostridium_sp_cag_299	agemlvs	agemlvs	-0.000117930276770477	0.000144720727497221	923	124	0.415755021284716	0.773484607097676
veillonella_dispar	abx	abx	0.000917816483364491	0.00114718563016155	923	170	0.423929063505457	0.773484607097676
butyrivibrio_crossotus	a_omega3_fs_dr	a_omega3_fs_dr	-0.00190824459269604	0.00236752783021685	923	122	0.42047239534049	0.773484607097676
bacteroides_sp_cag_144	agemlvs	agemlvs	-0.000357028944879493	0.000435031514418317	923	106	0.412454113980206	0.773484607097676
odoribacter_splanchnicus	agemlvs	agemlvs	0.00039355236506443	0.000482209594417534	923	720	0.415043458138624	0.773484607097676
butyricimonas_synergistica	agemlvs	agemlvs	0.000157339887767342	0.00019345441960359	923	323	0.416664464891105	0.773484607097676
parabacteroides_distasonis	abx	abx	0.00429393038852551	0.00536234193848202	923	795	0.423483698801854	0.773484607097676
lawsonibacter_asaccharolyticus	a_omega3_fs_dr	a_omega3_fs_dr	-0.000630068205867561	0.000778011889808464	923	746	0.418305141387877	0.773484607097676
butyricimonas_synergistica	a_omega3_fs_dr	a_omega3_fs_dr	0.00032219662163606	0.000407782023832649	923	323	0.429684458371822	0.781700005900924
blautia_wexlerae	calor_fs_dr	calor_fs_dr	3.88869161500514e-06	4.99102607657393e-06	923	788	0.436179769964497	0.790734979953654
butyricimonas_synergistica	calor_fs_dr	calor_fs_dr	-8.70074945349505e-07	1.12105543934856e-06	923	323	0.437883771652497	0.790734979953654
collinsella_stercoris	agemlvs	agemlvs	-0.000118357161562227	0.000152945153868837	923	564	0.439618434855692	0.790734979953654
bifidobacterium_adolescentis	abx	abx	-0.0044582692623643	0.00576741562874863	923	313	0.439719612249869	0.790734979953654
gemmiger_formicilis	abx	abx	-0.00127328496406101	0.0016595219655063	923	700	0.443128031667782	0.791113823170842
eubacterium_ventriosum	a_omega3_fs_dr	a_omega3_fs_dr	-0.000592963283542793	0.000779487981330452	923	462	0.447093776723213	0.791113823170842
bacteroides_faecis	calor_fs_dr	calor_fs_dr	-2.26756844312005e-06	2.99845343526739e-06	923	172	0.44970383380192	0.791113823170842
bacteroides_vulgatus	a_omega3_fs_dr	a_omega3_fs_dr	-0.00293335557351325	0.00384003398212942	923	783	0.445157735227439	0.791113823170842
bacteroides_uniformis	calor_fs_dr	calor_fs_dr	-8.39697942499861e-06	1.11979482041018e-05	923	891	0.453556756485228	0.791113823170842
bacteroides_massiliensis	agemlvs	agemlvs	-0.000551254109374746	0.000733817699450062	923	316	0.453097106342925	0.791113823170842
clostridium_asparagiforme	a_omega3_fs_dr	a_omega3_fs_dr	0.000162384591723156	0.000215176587003129	923	136	0.450704854607093	0.791113823170842
parasutterella_excrementihominis	agemlvs	agemlvs	-0.000405655910078149	0.00053561972895197	923	521	0.449411039004234	0.791113823170842
firmicutes_bacterium_cag_95	abx	abx	0.00119775646825075	0.00156799290967086	923	234	0.445144785314802	0.791113823170842
firmicutes_bacterium_cag_145	agemlvs	agemlvs	-0.000259668114603433	0.000346272357040094	923	302	0.453876199831989	0.791113823170842
firmicutes_bacterium_cag_145	abx	abx	0.00148311076255267	0.00194143614899318	923	302	0.445112946876734	0.791113823170842
blautia_sp_cag_257	agemlvs	agemlvs	-0.000342852227954617	0.000461674543149632	923	261	0.458271757021708	0.796550352037733
lactococcus_lactis	abx	abx	-0.00075958554467225	0.00103262023134911	923	135	0.462293519432573	0.801308767016459
bifidobacterium_pseudocatenulatum	calor_fs_dr	calor_fs_dr	2.28359269379521e-06	3.12613838877723e-06	923	150	0.465321322666018	0.804322729483643
alistipes_inops	calor_fs_dr	calor_fs_dr	-1.73645167463523e-06	2.41860358042482e-06	923	167	0.472970481610494	0.814103891261072
oscillibacter_sp_cag_241	a_omega3_fs_dr	a_omega3_fs_dr	0.000904105032596753	0.00126095024038252	923	511	0.473589282897066	0.814103891261072
escherichia_coli	a_omega3_fs_dr	a_omega3_fs_dr	0.00179003514788592	0.00250654314625371	923	300	0.475333198993277	0.814856912559903
bacteroides_stercoris	a_omega3_fs_dr	a_omega3_fs_dr	-0.00232659097410135	0.00326834127426231	923	468	0.476739127753946	0.81502798826976
barnesiella_intestinihominis	calor_fs_dr	calor_fs_dr	-3.60363471455832e-06	5.08584632789064e-06	923	487	0.478781498560195	0.816283210660005
hungatella_hathewayi	agemlvs	agemlvs	-7.05793660322456e-05	9.99150607215965e-05	923	158	0.480538811524116	0.817046916596863
parabacteroides_goldsteinii	abx	abx	-0.00120847136717035	0.00172553672659656	923	255	0.483897860413518	0.820522458962052
roseburia_sp_cag_303	calor_fs_dr	calor_fs_dr	-1.87806207872543e-06	2.70944761794219e-06	923	134	0.488413609202372	0.823702951735891
bacteroides_nordii	agemlvs	agemlvs	9.06985016037465e-05	0.000130407323174966	923	142	0.487245165408282	0.823702951735891
alistipes_inops	abx	abx	0.00142730931889102	0.00208029938721637	923	167	0.492836693932708	0.828922094377386
gemmiger_formicilis	calor_fs_dr	calor_fs_dr	1.24800178644125e-06	1.82817667442067e-06	923	700	0.495027744382244	0.830369119608926
bacteroides_uniformis	abx	abx	0.00687227608191758	0.0101849517929875	923	891	0.500009200645524	0.832015309874153
oscillibacter_sp_57_20	calor_fs_dr	calor_fs_dr	-3.13967509472768e-06	4.64637829289964e-06	923	662	0.499420458135364	0.832015309874153
parabacteroides_distasonis	a_omega3_fs_dr	a_omega3_fs_dr	-0.0014330401562667	0.00211786084053094	923	795	0.498852835387791	0.832015309874153
coprobacter_fastidiosus	calor_fs_dr	calor_fs_dr	-1.37396704170636e-06	2.05639793095598e-06	923	249	0.504214502413094	0.835647949070079
paraprevotella_xylaniphila	agemlvs	agemlvs	0.00031506375825527	0.000471912669197255	923	253	0.504870635896506	0.835647949070079
roseburia_hominis	calor_fs_dr	calor_fs_dr	-2.81857354263327e-06	4.24255020135204e-06	923	800	0.506733201114546	0.836511951046235
eubacterium_eligens	abx	abx	-0.00523500239970648	0.00792245872244282	923	819	0.508937352406023	0.837933793934983
collinsella_stercoris	calor_fs_dr	calor_fs_dr	-6.39708457409858e-07	9.73125746919799e-07	923	564	0.511122027708396	0.839316171815893
eubacterium_sp_cag_38	a_omega3_fs_dr	a_omega3_fs_dr	0.000877518457214373	0.00134390386935787	923	523	0.51405747329938	0.841905034589733
clostridium_sp_cag_299	abx	abx	0.00058239832758848	0.000895012115253567	923	124	0.515396992328971	0.841905034589733
coprococcus_eutactus	a_omega3_fs_dr	a_omega3_fs_dr	0.00157504177576152	0.00244056093628423	923	212	0.518901893680836	0.842213223228745
anaerotignum_lactatifermentans	calor_fs_dr	calor_fs_dr	-8.03143416040659e-07	1.2468037523066e-06	923	157	0.51963476112671	0.842213223228745
ruminococcaceae_bacterium_d5	agemlvs	agemlvs	-0.000116438447355337	0.000180151824852045	923	230	0.518543291949661	0.842213223228745
monoglobus_pectinilyticus	calor_fs_dr	calor_fs_dr	-2.46583972963575e-06	3.8853816213313e-06	923	403	0.525833920264694	0.850052762293184
paraprevotella_xylaniphila	abx	abx	-0.00126448148311061	0.00200387230929565	923	253	0.528206856159076	0.851682372721612
firmicutes_bacterium_cag_94	calor_fs_dr	calor_fs_dr	9.89277553634422e-07	1.57697130430385e-06	923	242	0.53061414374515	0.853358829115911
paraprevotella_xylaniphila	calor_fs_dr	calor_fs_dr	-1.46371039457957e-06	2.35308256167337e-06	923	253	0.534074924383481	0.856716588214119
roseburia_sp_cag_303	abx	abx	-0.00151163811648021	0.00245383960860392	923	134	0.53803052036539	0.860848832584624
coprococcus_catus	calor_fs_dr	calor_fs_dr	1.25928479325099e-06	2.05795394194553e-06	923	593	0.540802377354261	0.863070801711147
anaerostipes_hadrus	abx	abx	-0.00335020421003246	0.00550932344607632	923	862	0.543310918363699	0.864862278211603
clostridium_symbiosum	calor_fs_dr	calor_fs_dr	-7.34582756753257e-07	1.21326393097078e-06	923	234	0.54505733611595	0.865434548947462
bacteroides_uniformis	a_omega3_fs_dr	a_omega3_fs_dr	-0.0023653806454362	0.00398275409067119	923	891	0.552771990936229	0.867805673817454
bacteroides_cellulosilyticus	agemlvs	agemlvs	0.000729354625006043	0.00122958756016145	923	534	0.553504259902799	0.867805673817454
monoglobus_pectinilyticus	agemlvs	agemlvs	0.000366517109702786	0.000611558760619922	923	403	0.549402006567517	0.867805673817454
akkermansia_muciniphila	abx	abx	0.0047408304175931	0.00796839911261395	923	582	0.552024640148894	0.867805673817454
bifidobacterium_longum	a_omega3_fs_dr	a_omega3_fs_dr	-0.00116180958172149	0.00193376375189446	923	498	0.548165640202351	0.867805673817454
dorea_longicatena	agemlvs	agemlvs	0.000379220409071344	0.000648327444340993	923	763	0.559029543846571	0.874271767820201
roseburia_faecis	a_omega3_fs_dr	a_omega3_fs_dr	-0.00190441316142364	0.00331183939980387	923	726	0.56551823000319	0.875819315495527
prevotella_copri	agemlvs	agemlvs	-0.00161714356988499	0.0028040303161253	923	232	0.564544517499582	0.875819315495527
veillonella_dispar	a_omega3_fs_dr	a_omega3_fs_dr	0.000228689609358732	0.000402142980842058	923	170	0.569843977710231	0.875819315495527
sellimonas_intestinalis	agemlvs	agemlvs	6.33913606294325e-05	0.000111156662560232	923	112	0.568878994452526	0.875819315495527
bacteroides_plebeius	calor_fs_dr	calor_fs_dr	2.881740759594e-06	5.06526799383767e-06	923	145	0.569566552811609	0.875819315495527
veillonella_atypica	calor_fs_dr	calor_fs_dr	1.02516793209784e-06	1.78554413775806e-06	923	159	0.566033805394417	0.875819315495527
streptococcus_parasanguinis	calor_fs_dr	calor_fs_dr	1.39509365155121e-06	2.42921668397742e-06	923	415	0.565936518099707	0.875819315495527
coprococcus_catus	a_omega3_fs_dr	a_omega3_fs_dr	0.000397975463745148	0.000718706819173853	923	593	0.579979214267886	0.879148555293822
bacteroides_fragilis	abx	abx	0.00231619458492832	0.00421464472861283	923	461	0.582758534403287	0.879148555293822
flavonifractor_plautii	a_omega3_fs_dr	a_omega3_fs_dr	-0.000485490517235184	0.000884569106160332	923	639	0.583281253031478	0.879148555293822
gordonibacter_pamelaeae	a_omega3_fs_dr	a_omega3_fs_dr	0.00031208236430104	0.000565456873513967	923	610	0.581243597212024	0.879148555293822
eubacterium_siraeum	agemlvs	agemlvs	0.000883220007109386	0.00160375984316719	923	603	0.582229098699397	0.879148555293822
collinsella_intestinalis	abx	abx	-0.000873925312288709	0.00155696522777451	923	347	0.574740446973038	0.879148555293822
turicibacter_sanguinis	abx	abx	0.000651811094974053	0.00116860816684459	923	137	0.577187451285414	0.879148555293822
clostridium_innocuum	agemlvs	agemlvs	-8.06387814115753e-05	0.000144766334700933	923	212	0.577931408075116	0.879148555293822
fusicatenibacter_saccharivorans	a_omega3_fs_dr	a_omega3_fs_dr	-0.00116344638528868	0.00214369371758953	923	871	0.587543369013237	0.883438704251228
